REF_AREA_LABEL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Prevalence of undernourishment (% of population),"Life expectancy at birth, total (years)","School enrollment, secondary (% gross)",Proportion of seats held by women in national parliaments (%),People using at least basic drinking water services (% of population),Access to electricity (% of population),GDP per capita (constant 2015 US$),Individuals using the Internet (% of population),Gini index,Urban population (% of total population),Combustible renewables and waste (% of total energy),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Terrestrial and marine protected areas (% of total territorial area),Forest area (% of land area),Control of Corruption: Estimate,"Personal remittances, received (% of GDP)"
Libya,1.971,10.6,73.0008,82.19609413062267,16.0600750938673,99.8915237987819,69.02000000000001,7926.744452493747,88.26666666666665,37.766,80.69640000000001,3.5080309209098415,54.81701999999999,0.24,0.12332768791843321,-1.5599991083145137,0.0
Liechtenstein,0.252,3.3599999999999994,83.47707317073173,117.54378509521476,18.4,100.0,100.0,17231.606908924994,94.875,28.6,14.4268,14.07774327947312,65.042316,36.38,41.875,1.8439057350158699,2.213530472034197
Lithuania,0.64,2.5,75.33463414634147,105.6612579345702,25.10638297872342,98.01414596002354,100.0,17786.900458662298,83.8,36.059999999999995,68.05879999999999,20.767353308679546,14.008020000000002,17.8,35.152091075577964,0.696490913629532,1.6990757969172647
Luxembourg,0.12,2.5,82.52439024390245,107.06622009277321,28.666666666666664,99.87978041425376,100.0,107599.57642921522,97.91999999999999,33.959999999999994,91.44200000000001,9.84574936756607,8.5243,50.080000000000005,34.45382721036644,1.973747086524962,2.934808515491609
Madagascar,74.85,37.36,63.057,35.01937718916787,17.88079470198676,51.93693266877832,34.14,443.9294806301365,12.166,42.32000000000001,38.535,86.02536075287311,3.7114199999999995,2.78,21.36440550017188,-1.001450157165528,3.071060878715964
Malawi,75.4,18.839999999999996,65.09880000000001,36.778345108032255,21.6666666666667,70.26734897503562,13.780000000000001,562.6893706794957,13.66,38.5,17.442600000000002,68.08710909962261,5.70642,22.9,23.77704709376326,-0.5745921313762663,2.208758020794403
Malaysia,0.0,2.5,75.41040000000001,80.73101598765905,14.324030013821641,97.10738420066994,100.0,10649.424216435913,89.84,40.95,77.1426,1.17106296701603,259.2437,8.62,58.17695936691523,0.23131379485130302,0.4284349582732438
Maldives,0.0,10.728,79.333,73.24109648439207,4.854631507775526,99.53786867879592,100.0,9996.727996301994,78.67999999999999,29.3,40.67059999999999,24.170579641741828,2.50554,0.1,2.733333333333333,-0.397597187757492,0.0913196720224222
Mali,32.75,6.12,59.219800000000006,38.9281616210938,20.42053184910328,80.73630474332536,51.160000000000004,884.7240438310662,28.78,35.85,43.903,83.8845737159655,6.319,7.779999999999999,10.89666363435203,-0.789704728126526,4.890071949691171
Malta,0.22000000000000003,2.5,82.34243902439025,103.57234954833982,16.31588890988098,99.99999982445446,100.0,30073.40493684913,86.67999999999999,31.459999999999997,94.7438,2.129047392608063,1.64946,7.360000000000001,1.4375,0.3262538254261016,0.08527275731084491
Marshall Islands,2.1,11.888,65.89000000000001,114.46031761169425,6.666666666666666,85.49839123836787,98.03999999999999,5159.977593983476,55.779999999999994,35.5,77.78479999999999,23.21222846647148,0.0,0.3,52.22222222222223,0.3975188136100766,13.792746495557235
Mauritania,10.2,7.780000000000001,67.3792,36.24328358968096,20.2614379084967,74.30007043986345,46.120000000000005,1571.68221369001,27.96,32.0,55.312400000000004,50.69588882507871,4.4261,1.1,0.303493858542738,-0.8254404067993161,0.9905229977529025
Mauritius,1.218,6.76,74.00482926829268,91.35154469807942,18.318840579710137,99.97709233204071,99.78,10240.742973724087,67.02000000000001,35.531,40.7808,11.686484677160015,4.03842,0.0,19.414121181772657,0.3400953263044356,2.1712580072916947
Mexico,3.5,3.3200000000000003,72.60060000000001,102.14794311523447,48.92,99.29840703335731,99.7,9886.476242349454,70.4,44.699999999999996,80.72940000000001,4.802751993268712,461.59196000000003,18.919999999999998,33.79309196224183,-0.9641938924789433,3.651651297454895
"Micronesia, Fed. Sts.",8.656,15.764000000000001,66.226,80.40666587738399,2.857142857142856,90.1142911078532,81.84,2972.5376331440066,38.0,34.726,22.9466,24.476486881147853,0.0,0.0,92.02857142857144,0.6609205842018129,5.941316490237298
Moldova,0.05,2.5,70.1736,96.38780575176968,30.6930693069307,91.13868452095241,100.0,3439.142497948459,63.5,25.825000000000003,42.87499999999999,16.322414878485876,9.182820000000001,7.08,11.74660425908893,-0.5615505576133728,15.67793270777806
Monaco,0.277,9.676000000000002,85.8366,101.9981294242017,33.3333333333333,100.0,100.0,185699.84530510165,95.025,33.29,100.0,25.27442943558563,35.543372,99.34,0.0,1.475258421897888,0.7091723902307784
Mongolia,1.05,4.24,71.3550243902439,94.74324675937598,17.196491228070137,82.1276656226502,99.3,4171.425745095138,64.9,32.05,68.672,1.46169526380362,24.306620000000002,18.96,9.100243390340207,-0.5029138863086702,3.3649218661840274
Montenegro,2.7750000000000004,2.5,76.10243902439024,92.19345703124998,25.1851851851852,98.7537764602236,99.94,7309.762943425875,78.6,35.55,67.4882,14.240795616647892,37.458152000000005,7.659999999999999,61.48698884758365,-0.050307349674403735,12.134320976140678
Morocco,3.2660000000000005,5.26,73.974,81.79121856689451,21.6708860759494,85.75935349714295,99.53999999999999,3279.0074218750024,82.2,33.971000000000004,63.528,5.85695269002897,69.60526,8.559999999999999,12.86690817835537,-0.3679490387439728,6.630687793702256
Mozambique,82.2,29.119999999999997,61.352999999999994,35.01972641404841,41.60000000000001,59.48515243569326,31.220000000000006,602.8743716679104,14.580000000000002,50.3,37.080999999999996,67.59822687832369,8.79564,16.16,46.720151148299806,-0.827349090576172,1.4439949716787324
Myanmar,35.532000000000004,4.18,66.272,75.6469802856445,13.39939362966125,80.28798730663063,70.17999999999999,1283.1269397028302,45.160000000000004,40.704,31.1582,48.518967593268506,33.35974,4.02,43.73321468153718,-0.8273996233940123,2.936047637305903
Namibia,2.192,20.06,63.0472,74.26729742231718,44.11858974358974,85.22335360472934,53.85999999999999,4029.2852894434254,54.38000000000001,34.262,52.0136,22.499784283991875,4.10736,23.2,8.063865709531271,0.2646566420793534,0.551686075806613
Nauru,1.971,12.704000000000002,61.48380000000001,84.71018981933594,10.5263157894737,97.003356247305,99.97999999999999,7858.276506398576,78.19999999999999,37.766,100.0,22.06541016600379,0.0,0.0,0.0,0.5694937586784363,2.2506683660750206
Nepal,2.4,5.4399999999999995,69.18260000000001,82.83608647567095,32.799999999999976,90.66561461086695,90.98,1061.3825082672927,40.0,30.0,20.5856,67.98602379069732,15.72348,23.6,41.59072200906871,-0.6136858701705933,23.53858481446835
Netherlands,0.07500000000000001,2.5,81.64146341463416,128.0636657714844,36.13333333333331,99.99999948736625,100.0,49272.40269805231,92.22,27.25,92.21199999999999,7.302296737466003,148.41136,24.479999999999997,10.974194238194238,1.9356367826461782,0.38320231172985453
New Zealand,0.20966666666666667,2.5,82.0370731707317,116.3881896972654,45.4173669467787,99.99999924612216,100.0,40922.8800386683,93.28,30.932666666666666,86.705,5.447814070528302,35.654379999999996,30.6,37.56307948805589,2.143251848220824,0.23111130055128076
Nicaragua,16.306666666666665,18.580000000000002,72.67,68.22925880805543,47.93358815097944,81.61402663880503,85.94,2076.2988859892075,42.019999999999996,34.76,59.02539999999999,38.98047299522126,5.15952,12.2,28.315855077281036,-1.1558773756027239,15.036133724921239
Niger,59.75,12.1,59.9252,35.261184653380056,20.53688437962376,47.808565859215456,18.580000000000002,534.9976978934095,18.6,35.099999999999994,16.642599999999998,76.07064807383192,2.52968,17.84,0.8523723059919476,-0.5978080511093137,3.112774735902801
Nigeria,34.2,15.1,53.2568,45.0985425313314,4.676056338028168,76.36259533502275,57.46,2394.489821892069,32.5,35.1,51.9452,44.13763894638701,127.57552000000001,11.6,23.745786532274888,-1.109302043914796,4.679834519066434
North Macedonia,4.1,2.92,75.06351219512194,84.78798828125,40.00000000000002,97.7721145664237,99.96000000000001,5943.850990760692,81.78,33.25,58.5114,8.357493138986166,7.9710399999999995,11.44,39.7101506740682,-0.4086497068405152,3.2760180183265475
Norway,0.26,2.5,82.92,119.267398071289,42.72189349112426,99.9999988491425,100.0,77161.20312727,97.42,27.939999999999998,82.965,7.27138136751347,45.374100000000006,9.219999999999999,33.406048545396075,2.065156507492064,0.13927968594806037
Oman,0.5279999999999999,5.84,78.29060000000001,97.42868804931652,2.09575923392613,92.06581577352044,100.0,18237.386869402275,92.28,33.132000000000005,86.21039999999999,27.259804554357583,86.58574,1.2,0.00804161550888526,0.19092579707503327,0.0437027453553366
Pakistan,16.5,15.8,66.4202,40.39502172346955,20.25758433228718,90.33576042468091,94.34,1579.765869450965,19.380000000000003,29.6,37.181799999999996,28.69772898748451,215.83022,9.8,4.833307388958074,-0.8308238506317138,7.720530881619448
Palau,1.736,10.196000000000002,68.829,111.28601048461184,8.75,99.55786706967282,100.0,13772.901846432685,56.73966666666668,42.95733333333334,80.9654,26.669600680044937,1.30046,96.58,90.0217391304348,0.5694937586784363,0.8166711268633383
Panama,3.2999999999999994,4.960000000000001,77.8876,82.8732284547998,21.40845070422534,94.34636020072996,94.66,14819.12719101744,70.02,49.96666666666667,68.4196,6.9704126948918965,11.09692,16.220000000000002,56.80559288217849,-0.6129658460617063,0.7679683077810037
Papua New Guinea,21.726666666666667,27.379999999999995,65.0304,44.4107818603516,0.347826086956522,48.12710068961458,20.119999999999997,2475.047744327755,22.825,39.96999999999999,13.360399999999998,43.27617211421638,6.24542,0.7,79.17625756304376,-0.7867588520050054,0.04028194307574482
Paraguay,2.7,3.5200000000000005,72.08840000000001,81.73570299863786,16.0,99.58027342677524,99.8,6240.655892818421,72.16,44.58,62.1922,41.79875403984914,8.45894,14.3,40.554673208953986,-0.9478824257850647,1.5956252425690902
Peru,6.36,6.7,74.911,98.22641754150393,32.76923076923078,93.60419921069648,95.76,6453.319919053656,65.24,41.6,78.3022,13.964321013910057,54.25896,14.040000000000001,56.5081006875,-0.6187826514244082,1.4895587147492293
Philippines,8.2,5.859999999999999,69.137,87.92959284664231,28.13296469049998,94.05040331362952,95.64,3422.8324661369284,56.6,41.5,47.425,17.997434665137387,144.24699999999999,3.34,24.109031760405138,-0.5528965473175049,9.488349362919866
Poland,0.2,2.5,76.8829268292683,110.37667541503879,28.4036184522118,91.23863834359103,100.0,15706.977169259615,82.67999999999999,28.98,60.06940000000001,11.131789653029182,315.9342,38.04,30.978052442464,0.5810515999794006,1.1982074035424697
Portugal,0.34,2.5,81.46780487804878,119.330894470215,38.08695652173912,99.23320675655313,100.0,21027.248635703872,79.02000000000001,34.379999999999995,66.303,15.942660175016153,43.5072,17.04,36.15499489114202,0.7487747907638552,0.45089742273748135
Qatar,0.52,9.676000000000002,81.80159999999998,103.8143402099611,7.6314363143631425,99.97667966280585,100.0,63083.00402977847,99.7,32.007999999999996,99.2308,0.0184967066935614,116.91108,5.36,0.0,0.7698761224746703,0.3896822887738781
Romania,2.54,2.5,74.63658536585368,85.7225128173828,20.413926499032897,99.99999908601966,99.96000000000001,11339.530425486106,78.4,34.279999999999994,54.2188,12.78455215135852,79.24708000000001,24.380000000000003,30.115829276773304,-0.12145262286067002,3.054668774313545
Russian Federation,0.2,2.5,71.90614634146343,95.94288787841789,15.95555555555556,96.88092377554692,99.94000000000001,9907.903515625,85.42,34.95,74.76679999999999,1.3055842701895115,1912.6252,8.2,49.78433607887222,-0.9046054959297184,0.5019218593110344
Rwanda,41.37,33.6,66.8752,43.39859485626219,61.25,63.36004872145264,45.82,872.6588254981394,23.999999999999996,37.46,17.449,88.98987718478574,1.54326,9.1,11.187677340899878,0.5438672304153445,3.0133467773475284
Samoa,2.1919999999999997,4.82,70.9388,74.26729742231718,10.161220043572992,97.30832464909479,99.12,4145.3005715089985,51.17999999999999,34.262,17.909200000000002,30.182696093906266,0.41044,0.26,58.15467625899281,0.6309292435646058,24.06807650328833
San Marino,0.2946666666666667,9.676000000000002,84.44980000000001,61.17597579956055,30.33333333333332,100.0,100.0,44992.49131223336,78.175,30.859,97.48899999999999,28.000923101175438,156.87505600000003,20.248,16.66666666666666,1.234108567237854,1.1352269545604237
Sao Tome and Principe,35.260000000000005,16.2,68.1774,83.14834091471744,18.18181818181814,77.29599601082653,75.88,1419.3730180727641,51.4,42.65,74.3166,61.825618471297425,0.174,0.2,54.0625,0.1887153699994088,2.60973286506031
Saudi Arabia,0.352,3.8200000000000003,77.8116,107.4331176757812,19.8675496688742,98.65680839700846,99.97999999999999,24751.288768254984,97.38,31.167999999999996,84.28659999999999,0.003380506270451759,584.24222,4.5,0.4544841349217794,0.2919131755828858,0.03357815857552612
Senegal,18.5,5.2,67.4398,46.51345920562745,42.78787878787876,83.88176743008758,67.32000000000001,1388.8469994169568,49.7,37.25,48.130599999999994,37.567834586960444,11.43178,14.959999999999999,41.90598867708929,-0.005821414617821561,10.729962988032558
Serbia,2.52,2.5,74.86439024390245,94.09555358886719,37.32128874221754,95.21914372590416,99.96000000000001,7113.776501452978,78.78,34.08,56.4644,9.180960307490427,38.376096000000004,7.5,31.87859949521596,-0.442789888381958,7.740404383330974
Seychelles,0.7,2.54,74.24487804878049,98.22445373535163,22.47619047619048,96.34357719853912,100.0,17606.582029489997,80.97999999999999,32.1,57.544799999999995,33.3094053029556,1.1092999999999997,22.839999999999996,73.26086956521739,1.3447552680969248,0.8881708940000728
Sierra Leone,41.5,28.1,59.97619999999999,57.874799728393526,12.3287671232877,63.06666550912922,26.4,1039.148712722976,17.020000000000003,35.7,42.93300000000001,49.78739688109188,1.04466,4.02,35.11886949293433,-0.47880609631538384,2.631830242464495
Singapore,0.52,9.676000000000002,83.2848780487805,103.968408203125,26.88151802209032,100.0,100.0,63547.12942227999,92.4,32.007999999999996,100.0,1.877538270222119,55.09072,2.5,21.722350448714995,2.121443271636962,0.0
Slovak Republic,0.4,3.1199999999999997,76.67560975609756,91.44275970458983,21.33333333333334,99.78758324407329,100.0,18330.507242963384,86.24000000000001,24.119999999999997,53.7888,11.168007924827984,35.35596,37.6,40.05615640599002,0.2514723539352418,2.272519226239498
Slovenia,0.0,2.5,81.07951219512195,110.2677185058596,29.333333333333336,99.5,100.0,23997.027532645374,85.47999999999999,24.32,55.1318,10.988401054006982,14.074180000000002,45.64,61.47220357164141,0.7924140095710758,1.291270807587773
Solomon Islands,16.28666666666667,18.919999999999998,69.66879999999999,68.22925880805543,5.701085540599218,67.2271742365714,72.08,1980.315289374655,32.86,32.2,24.668200000000002,43.0041633728877,0.37385999999999997,0.13999999999999999,90.13826366559485,-0.07320099547505374,2.6254996517581084
Somalia,74.85,52.38000000000001,55.749,5.46022449075409,23.43251493032518,56.214225549913635,49.60000000000001,475.7429418155751,21.3,42.32000000000001,46.1442,71.7725358745325,0.88092,0.0,9.532311027512993,-1.7574955224990858,18.49011996602429
South Africa,3.8880000000000003,6.92,64.8822,109.97028656005841,45.785595427392565,93.75622279564512,87.1,5851.948219578318,70.94,38.538,67.34939999999999,3.172735060619015,441.80039999999997,11.940000000000001,14.05509071874304,-0.11836356818676,0.22649038668262586
South Sudan,61.52,19.500000000000004,56.3864,43.205813129630926,30.02117256112038,41.00526878024564,7.3,596.0843642086162,6.923333333333333,38.98,20.214599999999997,24.97439345882342,2.6995519999999997,15.5,11.32562150871141,-1.8344655275344859,2.4176226088657717
Spain,0.9,2.5,83.16146341463416,118.690623474121,42.710274252967636,99.92560862997053,100.0,27238.60217711745,91.67999999999999,34.28,80.81120000000001,6.629281020834876,244.93166000000002,17.32,37.171443644724995,0.6783657789230346,0.25306080230417877
Sri Lanka,2.7,3.9799999999999995,76.73780000000001,92.20931626614167,5.441355256601892,88.69766812713168,99.88,4313.433735230386,37.86,37.7,18.732,36.50591699512994,22.1628,3.4,34.15716153833017,-0.3454178690910338,6.978649411561996
St. Kitts and Nevis,0.388,9.676000000000002,70.7282,121.108016967773,21.58333333333332,86.78287299169718,100.0,20581.67129207187,71.66000000000001,29.715999999999998,30.863,29.074411554491917,0.11198000000000001,3.66,42.30769230769231,0.3789433300495146,3.5883202633347357
St. Lucia,1.218,10.564,71.8002,88.85976982116699,14.44444444444446,96.88788837788925,100.0,10257.830624519702,62.35999999999999,35.531,18.852600000000002,23.444241836491287,0.2627,0.9,34.04918032786885,0.5589831471443175,2.787964243742769
St. Vincent and the Grenadines,2.6310000000000002,5.640000000000001,70.3878,127.93134080928425,16.12648221343876,97.7283058549559,100.0,8233.344872318325,63.620000000000005,41.398,53.0342,23.40917050570175,0.09351999999999999,0.5,73.17948717948717,0.7667747735977172,7.616989145700866
Sudan,27.82,11.040000000000001,65.3166,48.3620414733887,30.5164319248826,62.72378673536616,59.52,1070.4272705078138,25.633333333333336,34.39,35.275999999999996,62.658126533710174,22.62486,2.8,9.828452890792292,-1.3940311670303358,2.186766857036854
Suriname,2.2,9.540000000000001,71.5518,71.67462158203124,29.019607843137283,97.72173042568264,98.30000000000001,7722.458917166738,68.22,39.2,66.16600000000001,2.4553583708287112,2.5123599999999997,8.5,94.67643858132334,-0.3889037013053894,3.556235094268486
Sweden,0.74,2.5,82.8278048780488,138.3967193603516,46.76217765042978,99.72585261073252,100.0,53314.53415516367,93.58,29.919999999999998,87.9692,28.426808984825236,38.4903,14.919999999999998,68.69863248898896,2.0912240505218476,0.5956893749484825
Switzerland,0.025,2.5,83.6029268292683,103.8936599731446,39.9,99.99999926559951,100.0,87556.69967092044,94.25999999999999,33.65,73.9298,12.162736272081677,36.95196,11.18,32.1215359394659,1.98564999103546,0.3726082163224433
Syrian Arab Republic,16.5,28.8,71.0986,38.212483723958336,12.0,93.94944516181003,88.4,750.2700837013927,34.25,26.6,55.4702,0.07390569762555226,26.38884,0.7,2.838349813860005,-1.7332977533340461,0.0
Tajikistan,32.312,9.62,70.292,88.24422442156369,22.53968253968252,81.58262099366064,99.55999999999999,1198.9747385164342,43.46666666666667,39.254,27.5286,41.47016870354578,9.038499999999999,22.3,3.053534116290799,-1.3816249132156382,33.11181452805938
Tanzania,51.3,23.699999999999996,66.25520000000002,29.389405167433452,36.90105033718545,57.9675750786192,40.2,1048.388818359376,18.2,40.5,35.2278,78.18208911981114,17.40388,31.04,51.64258297584104,-0.41035366654396077,0.7295043063934762
Thailand,0.06000000000000001,6.18,76.923,106.54132287471342,13.744763329841911,99.90008717993827,99.92,6236.8471891592535,74.92,35.1,51.4246,17.660150984270167,275.3649,12.979999999999999,38.89878447415295,-0.4690697968006132,1.6426905038640203
Timor-Leste,19.279999999999998,15.040000000000001,66.63719999999999,84.54346705424273,37.84615384615386,83.94577877438428,94.3,1657.7381140876569,31.419999999999998,34.57000000000001,31.322799999999994,36.722414326851144,0.6725399999999999,5.04,61.94351042367182,-0.31649938523769394,4.8581266622758665
Togo,35.0,16.22,61.279399999999995,64.290901184082,18.02197802197804,68.87259187300711,53.9,821.4053839100449,26.2,40.2,42.80579999999999,81.35632699323497,2.23538,21.98,22.233314947600658,-0.7107884407043457,7.644732867417813
Tonga,0.4,12.760000000000002,72.321,95.96001925336404,5.185185185185185,98.7375846019326,99.46000000000001,4620.511767340204,57.599999999999994,27.1,23.1132,23.267413292332737,0.19054,0.38000000000000006,12.43055555555556,-0.3189938724040986,38.865454637048984
Trinidad and Tobago,0.45599999999999996,10.540000000000001,72.5162,99.53532455359634,28.09523809523812,98.8751707692306,100.0,16285.667334740992,78.8,33.135999999999996,53.237999999999985,0.08146996501711312,30.42566,2.0,44.48148148148148,-0.2951351553201672,0.7604175616329015
Tunisia,0.7,3.06,74.9832,82.16717794599883,26.267281105990783,96.53954115418806,99.92,3983.672733169341,67.67999999999999,33.7,69.57379999999999,9.708585070019137,30.122519999999998,5.2,4.523236354273945,-0.1863085791468618,5.2328141162553
Turkmenistan,4.339,3.78,69.35780000000001,90.51041221618651,25.13241379310344,99.82760086351281,99.97999999999999,6988.793210327729,55.23166666666666,37.843333333333334,52.5298,0.03326770683591786,65.77036000000001,3.2,8.782159044964144,-1.417636990547178,0.0
Tuvalu,2.1919999999999997,5.811999999999999,66.2026,84.04987640380861,6.333333333333334,99.21822868257291,99.56,4249.644063600732,60.2,34.262,63.9856,35.75071746555155,0.0,0.0,33.33333333333333,0.44754521995782853,4.668297153790232
Uganda,59.8,37.3,66.53280000000001,36.73741427166719,34.32822317193194,55.97121341049369,43.519999999999996,917.1089985444278,9.5,42.7,24.960199999999997,89.21874681378155,6.99674,16.1,11.659180530620384,-1.07626714706421,3.302329030853982
Ukraine,0.13333333333333333,4.42,73.0122,84.84249496459962,18.9501092823052,93.53146683153855,100.0,2266.425610351564,73.91999999999999,26.100000000000005,69.6218,4.626567561452255,191.44858,7.32,16.724197445633415,-0.7951646685600281,10.120091495997434
United Arab Emirates,0.0,3.22,81.31020000000001,82.91276931762695,44.5,100.0,100.0,42124.56343493583,99.53999999999999,26.4,87.0402,0.050129579821810974,197.68266,15.540000000000001,4.467755561813574,1.115811324119568,0.6738257513401772
United Kingdom,0.5,2.5,80.92310243902439,115.7975250244142,33.36543209876544,99.99999877359123,100.0,46051.50987436437,94.1,32.875,83.90060000000001,8.587110445229388,343.30476,35.58,13.186100690282313,1.695289015769956,0.1317181031859548
United States,0.8400000000000001,2.5,77.63414634146342,99.70296173095703,26.15088817575876,99.81833877285416,100.0,61506.94857141797,90.34,41.019999999999996,82.66720000000001,4.754040918808078,4818.5846,21.660000000000004,33.86692641203749,1.1268717288970957,0.031346117687586286
Uruguay,0.18,2.5,77.0626,119.19676818847638,22.020202020202024,99.4947632534833,99.94,17491.021424429928,85.42,40.2,95.5132,41.41601166781806,7.626220000000001,2.38,11.604388069934867,1.392836594581604,0.1893215399127168
Uzbekistan,4.4,2.5,71.8762,90.83919184289591,25.997278911564614,95.94327424043536,99.97999999999999,3327.2047615080505,71.43999999999998,32.05,50.444,0.0059273327011793,128.53694000000002,4.84,8.373796880859981,-0.9581243395805361,13.107560129438719
Vanuatu,19.5,7.859999999999999,70.6096,62.5381732937432,0.384615384615384,90.48950748799447,67.0,2825.0613199601803,40.86,32.3,25.5348,36.484017112654385,0.25742000000000004,0.1,36.28383921246924,-0.14116822443902494,16.468119339246964
"Venezuela, RB",2.7990000000000004,21.380000000000003,72.3756,110.8610968017578,22.1556886227545,93.68580070934522,99.92,24170.986866912725,84.739,37.193999999999996,88.28599999999999,0.9236035595942493,96.32344,38.160000000000004,52.409908735332465,-1.5780360460281362,1.4797693557362053
Viet Nam,1.7,5.7,74.4682,94.1790512069087,28.136597080801323,96.61983819145063,99.84,3313.681945211786,72.32000000000001,36.199999999999996,37.340999999999994,9.630886306974162,328.1752,2.9,46.71900175159286,-0.4055998146533966,3.2594507213095576
West Bank and Gaza,3.596,10.536,75.34819999999999,89.18120422363282,26.629930324356174,97.87439492489023,100.0,3174.028802252782,76.35999999999999,36.04600000000001,76.7234,21.407785450777997,37.97308,8.4,1.6840359245116556,-0.523993757367134,19.407120557978477
"Yemen, Rep.",39.410000000000004,38.339999999999996,66.5776,44.91539882722954,0.1328903654485048,60.49761931703364,71.92,983.9819580269593,13.8,36.870000000000005,37.9114,4.656710773251934,11.77234,0.6,1.03983180862549,-1.6861575365066521,17.45142998244358
Zambia,71.7,32.88,63.21099999999999,74.02201112034311,16.563018541230782,67.36685250783844,44.46,1283.824611131543,24.4,51.5,44.635000000000005,74.67124173579998,7.626340000000001,40.61999999999999,60.283335638090364,-0.6691203832626342,0.6982750509257708
Zimbabwe,49.2,38.92,61.1982,58.54714179761353,31.520614954577262,62.769447161588275,48.78,1347.6908149819424,31.18,50.3,32.2718,46.3630590532204,10.81952,27.2,45.093912369135325,-1.276523613929748,7.0730305884222275
